KEGG Pathway and Enzyme ID	Gene name
	NUMA1
	NUMA1
	MFSD12
	NUMA1
	NGLY1
	NUMA1
	NUMA1
	NUMA1
	MFSD12
	NUMA1
	MFSD12
	PSENEN
	MKRN1
	GU182347.3
	MFSD12
	PSENEN
	PIR
	NGLY1
	P2RY6
	ERCC6L2
	PSENEN
	PIR
	NUMA1
	NUMA1
	NGLY1
	MFSD12
	ERCC6L2
	P2RY6
	PRXL2B
	NGLY1
	NUMA1
	MFSD12
	PRXL2B
	NGLY1
	ERCC6L2
	MFSD12
	P2RY6
	PRXL2B
	ERCC6L2
	EPB41L2
	AP000812.5
	CACNA1C
	KANSL1L
	NGLY1
	P2RY6
	COX7A2
	PRXL2B
	KANSL1L
	P2RY6
	PGPEP1
	KANSL1L
	MKRN1
	PRXL2B
	EPB41L2
	PGPEP1
	ERCC6L2
	NGLY1
	ERCC6L2
	PRXL2B
	COX7A2
	PGPEP1
	EPB41L2
	AP000812.5
	RAD17
	P2RY6
	KANSL1L
	KANSL1L
	PGPEP1
	COX7A2
	RAD17
	KANSL1L
	MKRN1
	C15orf65
	AP000812.5
	MKRN1
	P2RY6
	RAD17
	PGPEP1
	OXSM
	AP000812.5
	KANSL1L
	RAD17
	PGPEP1
	P2RY6
	MKRN1
	AP000812.5
	ERCC6L2
	PGPEP1
	P2RY6
	KANSL1L
	COX7A2
	MKRN1
	PGPEP1
	P2RY6
	COX7A2
	ERCC6L2
	PGPEP1
00140+2.1.1.6	AP000812.4
00965+2.1.1.6	AP000812.4
00350+2.1.1.6	AP000812.4
	ERCC6L2
	COX7A2
	KIR3DL3
	MKRN1
	P2RY6
	ERCC6L2
	COX7A2
	MKRN1
	PRXL2B
	ERCC6L2
	MKRN1
	KIF5B
	PRXL2B
	ERCC6L2
	MKRN1
	RAD17
	OXSM
	GATA3
	RAD17
	MKRN1
	SYNGAP1
	GATA3
	RAD17
	MKRN1
	OXSM
	SYNGAP1
	MKRN1
	RAD17
	SYNGAP1
	RAD17
	TTC34
	OXSM
	SYNGAP1
	RAD17
	OXSM
	OXSM
	GDF15
	TUSC1
	RAD17
	GDF15
	RAD17
	C19orf71
	DAG1
	GDF15
	RAD17
	DAG1
	GRM3
	RAD17
	EPB41L2
	RAD17
	DAG1
	RAD17
	DAG1
	HSFX4
	EPB41L2
	EPB41L2
	SPOPL
	DELE1
	EPB41L2
	DAG1
	SPOPL
	DAG1
	TAF9
	EPB41L2
	SPOPL
	ITPR1
	DELE1
	DAG1
	EPB41L2
	DELE1
	TUBB
	ITPR1
	GATA3
	EPB41L2
	DAG1
	ITPR1
	DELE1
	GRM3
	GATA3
	DAG1
	EPB41L2
04660+2.7.10.2	BMX
	DAG1
	BTBD16
	EPB41L2
	TUBB
	TUBB
	EPB41L2
	TUBB
	TAF9
04660+2.7.10.2	BMX
	EPB41L2
	TAF9
	SEC11A
	EPB41L2
	ITPR1
	EPB41L2
	TAF9
	TRARG1
	VIT
	TAF9
	VPS13D
04660+2.7.10.2	BMX
	TAF9
	DAG1
	SDC2
	DAG1
	EPB41L2
	TAF9
	DAG1
	VPS13D
	DAG1
	EPB41L2
	DAG1
	TAF9
	SDC2
	TOP3B
	SEC11A
	VPS13D
	TOP3B
	SDC2
	GRM3
	VIT
	SDC2
	SDC2
	ITPR1
	VPS13D
	SDC2
	VIT
04070+3.1.4.11	PLCL1
00562+3.1.4.11	PLCL1
	VIT
	CCL4
	CCL4
	VIT
	TOP3B
	OXCT1
	EPB41L2
	CXorf40B
	FBXL7
	EPB41L2
	VIT
	EPB41L2
	TOP3B
	FBXL7
	GRM3
	CXorf40B
	VIT
	EPB41L2
	ITPR1
	OXCT1
	EPB41L2
	VIT
	CXorf40B
00230+2.7.4.3	AK6
00730+2.7.4.3	AK6
	OXCT1
	EPB41L2
	TOP3B
	AK6
	OXCT1
	FBXL7
	TOP3B
	CXorf40B
	PLCL1
	SEC11A
04070+3.1.4.11	PLCL1
00562+3.1.4.11	PLCL1
	TOP3B
	CXorf40B
00230+2.7.4.3	AK6
00730+2.7.4.3	AK6
	SMIM14
	RAB27A
	CXorf40B
	AK6
	ITPR1
	AK6
	RAB27A
	TOP3B
	ADAM33
	CCL3
	SEC11A
	SMIM14
	ADAM33
	GRM3
04070+3.1.4.11	PLCL1
00562+3.1.4.11	PLCL1
	TOP3B
	SMIM14
	RAB27A
	SMIM14
	RAB27A
	RAB27A
	VPS13D
	TOP3B
	RAB27A
	TOP3B
	VPS13D
	RAB27A
	TOP3B
	ADAM33
	TOP3B
	RAB27A
	LRRC25
	VPS13D
	SEC11A
	TOP3B
	SEC11A
	ADAM33
	LRRC25
	SEC11A
	RAB27A
	HLA-DPB1
	ADAM33
	AC008758.6
	PIGBOS1
	TTC27
	PIGBOS1
	SEC11A
	PIGBOS1
	HLA-DPB1
	ZNF490
	HMG20B
	HLA-DPB1
	ZNF490
	ZNF490
	INPP5K
	PLAC8
	AC008758.1
	PDE7B
	CCPG1
	PDE7B
	PDE7B
	PLAC8
	BASP1
	AC008758.5
	ZNF558
	PLAC8
	PLAC8
	ZNF558
	BASP1
	PLAC8
	NTHL1
	GPR1
	BASP1
	HLA-DPA1
	TTC27
	ZNF799
	HLA-DPA1
	ZNF799
	GPR1
	HLA-DPA1
	TTC27
	ZNF799
	GPR1
	TTC27
	GPR1
	TTC27
	GPR1
	HLA-DPA1
	TTC27
	GPR1
	TTC27
	HMG20B
	OTOG
	GPR1
	GPR1
	OTOG
	GPR1
	ZNF564
	GPR1
	ZNF564
	ZNF564
	OTOG
	HMG20B
	ZNF564
	HMG20B
	SYAP1
	AC010422.6
	NTHL1
	TUBA8
	ATP6AP2
	HOPX
	PPP6R3
	IGBP1
	ATP6AP2
	HMG20B
	IGBP1
	PPP6R3
	NTHL1
	PPP6R3
	PPP6R3
	ITPR1
	ZNF443
	NTHL1
	INPP5K
	ZNF443
	NTHL1
	NTHL1
	TNF
	TUBA8
	INPP5K
	NTHL1
	ITPR1
	ATP6AP2
	INPP5K
	ATP6AP2
	PPP6R3
	TUBA8
	ITPR1
	PPP6R3
	INPP5K
	ZNF709
	TAS2R38
	TUBA8
	ZNF709
00520+1.1.1.22	UGDH
00040+1.1.1.22	UGDH
00053+1.1.1.22	UGDH
	TUBA8
	PPP6R3
	TMEM252
	INPP5K
	ATP6AP2
	PPP6R3
	DTX2
	CDH19
	INPP5K
	ZC3H14
00520+1.1.1.22	UGDH
00040+1.1.1.22	UGDH
00053+1.1.1.22	UGDH
	ATP6AP2
	CDH19
	INPP5K
	MAP4K4
	PPP6R3
	ATP6AP2
	TPD52L2
00520+1.1.1.22	UGDH
00040+1.1.1.22	UGDH
00053+1.1.1.22	UGDH
	UTP4
	DTX2
	CDH19
	INPP5K
	ATP6AP2
	LTB
	ITPR1
	ATP6AP2
	DTX2
	ATP6AP2
	PPP6R3
00520+1.1.1.22	UGDH
00040+1.1.1.22	UGDH
00053+1.1.1.22	UGDH
	INPP5K
	VNN3
	INPP5K
	ZNF791
	ATP6AP2
	INPP5K
00520+1.1.1.22	UGDH
00040+1.1.1.22	UGDH
00053+1.1.1.22	UGDH
	DTX2
	PPP6R3
	ATP6AP2
	ZNF791
	INPP5K
00520+1.1.1.22	UGDH
00040+1.1.1.22	UGDH
00053+1.1.1.22	UGDH
	SLC25A46
	LTB
	ZC3H14
	ATP6AP2
	DTX2
	INPP5K
	PPP6R3
	ATP6AP2
	ZNF791
	UGDH
	ATP6AP2
	ZNF791
	DTX2
	HOPX
	UGDH
	PPP6R3
	ZNF791
00520+1.1.1.22	UGDH
00040+1.1.1.22	UGDH
00053+1.1.1.22	UGDH
	ATP6AP2
	VNN3
	FAM124A
	COL4A3
	CDH19
	DTX2
	CDH19
	ATP6AP2
	MGAM
	DTX2
00520+1.1.1.22	UGDH
00040+1.1.1.22	UGDH
00053+1.1.1.22	UGDH
	COL4A3
	ITPR1
	PPP6R3
	DTX2
00520+1.1.1.22	UGDH
00040+1.1.1.22	UGDH
00053+1.1.1.22	UGDH
	DTX2
	CCPG1
	VNN3
	HMG20B
	HOPX
	COL4A3
	PPP6R3
	LINC01556
	HOPX
	COL4A3
	ZC3H14
	ETS1
	CCPG1
	HOPX
	ETS1
	HOPX
	PPP6R3
	DTX2
	CCPG1
	HOPX
	VNN3
	CCPG1
	VNN3
	ETS1
	HOPX
	CCPG1
	VNN3
	PPP6R3
	DTX2
	VNN3
	HOPX
	UTP4
	VNN3
	PPP6R3
	GTF2H2C_2
	CCPG1
	TMEM163
	ATP6AP2
	HOPX
	VNN3
	UTP4
	UTP4
	TNS3
	CCPG1
	UTP4
	HOPX
	ETS1
	VNN3
	HMG20B
	CCPG1
	CCPG1
	VNN3
	CCPG1
	VNN3
	HOPX
	RALY
	UTP4
	UTP4
	ETS1
	ATP6AP2
	E2F5
00430+4.1.1.29	GADL1
00770+4.1.1.11	GADL1
00410+4.1.1.11	GADL1
	FAM124A
00430+4.1.1.29	GADL1
00770+4.1.1.11	GADL1
00410+4.1.1.11	GADL1
	NXPH2
	ETS1
	ZBTB9
	RALY
	PI15
	ATP6AP2
	E2F5
	RALY
	PI15
	NEU1
	RALY
	E2F5
	RALY
	PI15
	RALY
	COL10A1
	PEX26
	FAM124A
	E2F5
	ZC3H14
	E2F5
	ZC3H14
	COL10A1
	COL10A1
	E2F5
	R3HCC1
	E2F5
00565+3.1.1.4	PLA2G2A
00591+3.1.1.4	PLA2G2A
00564+3.1.1.4	PLA2G2A
00592+3.1.1.4	PLA2G2A
00590+3.1.1.4	PLA2G2A
	COL10A1
	ZC3H14
	MFF
00600+3.2.1.18	NEU1
00511+3.2.1.18	NEU1
	COL10A1
	ZC3H14
	DNAAF4
	PEX26
	NEU1
	ZC3H14
	ATP6AP2
	PEX26
	PEX26
00565+3.1.1.4	PLA2G2A
00591+3.1.1.4	PLA2G2A
00564+3.1.1.4	PLA2G2A
00592+3.1.1.4	PLA2G2A
00590+3.1.1.4	PLA2G2A
	PEX26
	ZC3H14
	FOLR3
	ZC3H14
	R3HCC1
	ZC3H14
	FOLR3
	YWHAE
00565+3.1.1.4	PLA2G2A
00591+3.1.1.4	PLA2G2A
00564+3.1.1.4	PLA2G2A
00592+3.1.1.4	PLA2G2A
00590+3.1.1.4	PLA2G2A
	YWHAE
	RAMP3
	ZC3H14
	FOLR3
	RAMP3
	YWHAE
	ZC3H14
	YWHAE
	FOLR3
	RAMP3
	ZC3H14
	YWHAE
	ZC3H14
	YWHAE
	DNAAF4
	ZC3H14
	YWHAE
	ZC3H14
	DNAAF4
	FOLR3
	ZC3H14
	EIF2S2
	ZC3H14
	MGAM
	ZC3H14
	DNAAF4
	DNAAF4
	ZC3H14
	NT5DC1
	R3HCC1
	MGAM
	DNAAF4
	NT5DC1
	GTF2H2C_2
	MGAM
	R3HCC1
	ZC3H14
	GTF2H2C_2
	NT5DC1
	CSNK2B
	R3HCC1
	LYPLA2
	ZNF311
	R3HCC1
	LYPLA2
	LYPLA2
	CSNK2A3
	R3HCC1
	PIGB
	APOB
	R3HCC1
	MGAM
	TSPYL4
	GTF2H2C_2
	OR9A4
	GTF2H2C_2
	OR9A4
	R3HCC1
	APOB
	LYPLA2
	LYPLA2
	C13orf46
	LYPLA2
	LYPLA2
	CCNT2
	OR2W1
	IPO4
	IPO4
	CSNK2B
	ATP6AP2
	RBIS
	PIGB
	SLC25A46
	RBIS
	PIGB
	PIGB
	GALNT18
	CCNT2
	RBIS
	PIGB
	ARMS2
	CCNT2
	PIGB
	CCNT2
	RBIS
	SLC25A46
	RBIS
	JADE2
	RBIS
	CCNT2
	CDYL
	RBIS
	DNAJC10
	RBIS
	CDYL
	IPO4
	CCNT2
	CSNK2B
	CCNT2
	CSNK2B
	TNS3
	CCNT2
	CSNK2B
	RBIS
	IPO4
	CTHRC1
	CSNK2B
	AHNAK2
	CTHRC1
	CTHRC1
	CSNK2B
	SLC25A46
	CTHRC1
	CSNK2B
	FBLN7
	CDYL
	FBLN7
	LY6G5B
	CLEC5A
	CDYL
	FBLN7
	JADE2
	IPO4
	LY6G5B
	CLEC5A
	DNAJC10
	NLRX1
	IPO4
	CDYL
	PLEKHA1
	NLRX1
	JADE2
	CLEC5A
	PLEKHA1
	ACMSD
	CLEC5A
	CLEC5A
	PLEKHA1
	SECISBP2
	PLEKHA1
	NLRX1
	FBLN7
	JADE2
	SECISBP2
	PLEKHA1
	IPO4
	JADE2
	ACMSD
	DNAJC10
	CHST14
	FBLN7
	PLEKHA1
	SECISBP2
	JADE2
	FBLN7
	SPARCL1
	DNAJC10
	TNS3
	SECISBP2
	IPO4
	SLC25A46
	JADE2
	TNS3
	TRIM10
	DNAJC10
	JADE2
	AHNAK2
	DSEL
	IPO4
	TNS3
	TNS3
	TRIM10
	SECISBP2
	TNS3
	DNAJC10
	TNS3
	DNAJC10
	DNAJC10
	CHST14
	TNS3
	SLC35C2
	TIAL1
	EIF4E1B
	SLC5A11
	EIF4E1B
	TPD52L2
	HSPB6
	TPD52L2
	EIF4E1B
	GTF2F1
	HSPB6
	MDP1
	SPARCL1
	FDX1
	GTF2F1
	HSPB6
	EIF4E1B
	BLID
	SLC1A2
	EIF4E1B
	FOLR1
	SLC1A2
	SLC1A2
	SPARCL1
	SLC1A2
	SPARCL1
	ACTG2
	SLC5A11
	SLC1A2
	FOLR1
	GTF2F1
	MDP1
	TP53
	TPD52L2
	MYOD1
	SPARCL1
	FOLR1
	GTF2F1
	SPARCL1
	SPARCL1
00983+2.4.2.8	HPRT1
00230+2.4.2.8	HPRT1
	MFF
	SLC5A11
	ACTG2
	FOLR1
	SPARCL1
	SLC5A11
	SPARCL1
	MBD3L1
	MBD3L1
	SLC35C2
	SLC5A11
	SLC5A11
	SPARCL1
	OR2B3
	NLRX1
	GPANK1
	CAAP1
	SLC1A2
	SLC5A11
	SLC1A2
	CAAP1
	SLC1A2
	SLC5A11
	SLC1A2
	CAAP1
	SLC5A11
	CLPTM1L
	SLC1A2
	NLRX1
	SLC5A11
	SLC35C2
	CAAP1
	SLC1A2
	CLPTM1L
	SLC35C2
	SLC1A2
	NLRX1
	CAAP1
	SLC1A2
	TIAL1
	NLRX1
	SLC1A2
	TPD52L2
00564+2.3.1.51	AGPAT1
00561+2.3.1.51	AGPAT1
	TIAL1
	SLC1A2
	TPD52L2
	TSSK4
	NLRX1
	SLC1A2
00564+2.3.1.51	AGPAT1
00561+2.3.1.51	AGPAT1
	TBC1D3B
	TPD52L2
	GPANK1
00565+3.1.1.4	PLA2G5
00591+3.1.1.4	PLA2G5
00564+3.1.1.4	PLA2G5
00592+3.1.1.4	PLA2G5
00590+3.1.1.4	PLA2G5
00564+2.3.1.51	AGPAT1
00561+2.3.1.51	AGPAT1
	TBC1D3B
	TSSK4
	TIAL1
00564+2.3.1.51	AGPAT1
00561+2.3.1.51	AGPAT1
	SLC35C2
	TSSK4
	TBC1D3B
	SLC35C2
	SLC1A2
	TIAL1
	TSSK4
00564+2.3.1.51	AGPAT1
00561+2.3.1.51	AGPAT1
	TSSK4
	SLC1A2
	TIAL1
	GPANK1
00564+2.3.1.51	AGPAT1
00561+2.3.1.51	AGPAT1
	TPD52L2
	SLC1A2
	TSSK4
	TPD52L2
	GPANK1
	SLC1A2
	CALHM6
	SLC1A2
	SORCS1
	SLC35C2
	GPANK1
	GPANK1
	SLC1A2
	GPANK1
	SORCS1
	SLC1A2
	CALHM6
	GPANK1
	SLC1A2
	MFF
	GPANK1
	CALHM6
	WBP1L
	SLC1A2
	GPANK1
	WBP1L
	SLC1A2
	ACTG2
	SLC1A2
	MFF
	TRO
	SORCS1
	SLC1A2
	WBP1L
	SLC1A2
	STRN
	TRO
	ACTG2
	MFF
	MFF
	SLC1A2
	STRN
	SLC1A2
	MFF
	MFF
	DSE
	ACTG2
	HTRA1
	SLC1A2
	ACTG2
	MFF
	SLC1A2
	ACTG2
	RHD
	CHMP4A
	SORCS1
	CHMP4A
	DSE
	SORCS1
	MRPL20
	MFF
	CHMP4A
	SORCS1
	FLI1
	MFF
	CHMP4A
	MFF
	MRPL20
	MFF
	HTRA1
	DSE
	MRPL20
	HTRA1
	CHMP4A
	MFF
	RGCC
	CHMP4A
	PPP1R10
	TUBGCP6
	MFF
	FLI1
	MFF
	MFF
	DSE
	MFF
	RALGAPA1
	ZNF831
	EGFL8
	RHD
	DSE
	NEDD8
	EGFL8
	TRO
	MFF
	CYP17A1
	ZNF831
	NEDD8
	CYP17A1
	EGFL8
	CHCHD4
	RALGAPA1
	DSE
	COL26A1
	RALGAPA1
	LOXL2
	TRO
	RALGAPA1
	CHCHD4
	DSE
	COL26A1
	CYP17A1
	DSE
	FRZB
	PLD4
	DSE
	CYP17A1
	TRO
	CYP17A1
	RHD
	MRPL43
	PLD4
	LOXL2
	RALGAPA1
	Z84488.2
	LOXL2
	NEDD8
	TUBGCP6
04070+2.7.7.41	TAMM41
00564+2.7.7.41	TAMM41
	LOXL2
	MRPL43
	PLD4
	MRPL43
	GOLGA8T
	RALGAPA1
04070+2.7.7.41	TAMM41
00564+2.7.7.41	TAMM41
	PRRT1
	MRPL43
	LOXL2
	LOXL2
	PLD4
	TSPYL1
	TUBGCP6
	LOXL2
	PRRT1
	MRPL43
	LOXL2
	TAMM41
	LOXL2
	MRPL43
	TSPYL1
	PRRT1
	TAMM41
	PLD4
04070+2.7.7.41	TAMM41
00564+2.7.7.41	TAMM41
	MRPL43
	TAMM41
	MRPS18B
	HNRNPF
	FLI1
	TUBGCP6
	COQ2
	HNRNPF
	TAMM41
	FLI1
	MRPL43
	MRPS18B
04070+2.7.7.41	TAMM41
00564+2.7.7.41	TAMM41
	MRPL43
	FLI1
	HNRNPF
	MRPL43
	OR2J3
	HNRNPF
	ENTPD4
	HNRNPF
	HNRNPF
	FLI1
	MRPL43
	FLI1
	COQ2
	ZDBF2
	MAP4K4
	COQ2
	ZDBF2
	ZDBF2
	COQ2
	ZDBF2
	SPINT4
	MAP4K4
	ZDBF2
	ZDBF2
	MAP4K4
	COQ2
	ZDBF2
	ZDBF2
	ZDBF2
	ZDBF2
	TWNK
	RAP2C
	RAP2C
	SEC14L6
	MAP4K4
	SEC14L6
	MAP4K4
	MAP4K4
	ARHGEF17
	RAP2C
	ARHGEF17
	ARHGEF17
	STARD7
	FGL1
	TWNK
	MAP4K4
	FGL1
	TXLNG
	MAP4K4
	STARD7
	FGL1
	TM9SF1
	TXLNG
	TWNK
	TM9SF1
	SMN2
	TM9SF1
	MBLAC2
	SMN2
	ENTPD4
	FGL1
	SMN2
	TM9SF1
	TWNK
	MBLAC2
	SMN2
	TM9SF1
	TWNK
	SMN2
	FGL1
	TM9SF1
	FGL1
	EDN3
	TWNK
	FGL1
	TWNK
	TM9SF1
	NEU1
	TM9SF1
	TWNK
	TM9SF1
	EDN3
	ENTPD4
	TM9SF1
	POLR3G
	SMN2
	ENTPD4
	EDN3
	TM9SF1
	RAPGEFL1
	EDN3
	SMN2
	EDN3
	ENTPD4
	MAP4K4
	RAPGEFL1
	ENTPD4
	EDN3
	RAPGEFL1
	POLR3G
	SMN2
	SMN2
	EDN3
	RAPGEFL1
	SMN2
	SMN2
	RAPGEFL1
	MAP4K4
	RAPGEFL1
	MAP4K4
	MAP4K4
	RAPGEFL1
	RAPGEFL1
	SLC7A7
	RBBP7
	NEDD8-MDP1
	MAP4K4
	BAG3
	MAP4K4
	BAG3
	NOMO3
	NEDD8-MDP1
	NOMO3
	NEDD8-MDP1
	NOMO3
	POLR3G
00600+3.2.1.18	NEU1
00511+3.2.1.18	NEU1
	MAPK7
	AL136295.1
	POLR3G
	CDC5L
	POLR3G
	POLR3G
	DCAF13
	AL136295.4
	DCAF13
	SLC7A7
	DCAF13
	POLR3G
	DCAF13
	DCAF13
	POLR3G
	MTFR2
	USP5
	DCAF13
	MTFR2
	DCAF13
	TBC1D9
	TSPAN17
	MTFR2
	USP5
	MTFR2
	USP5
	MTFR2
	SLC7A7
	TSPAN17
	SLC7A7
	IQCE
	TP53
	SAP130
	HLA-B
	SLC7A7
	TP53
	SLC22A9
	IQCE
	TSPAN17
	TSPAN17
	SLC7A7
	TSPAN17
	TSPAN17
	TSPAN17
	SAP130
	TSPAN17
	SLC7A7
	SLC7A7
	SAP130
	SLC7A7
	ARL4D
	DCC
	SLC22A9
	SAP130
	RHD
	DCC
	SLC7A7
	SAP130
	RHD
	RBBP7
	SLC7A7
	SAP130
	DCC
	SLC7A7
04150+2.7.11.24	MAPK7
	RHD
	DCC
	DCC
	MAPK7
	SLC7A7
	KCNC1
	DCC
	IFT74
	SLC7A7
	RHD
04150+2.7.11.24	MAPK7
	IFT74
	SLC7A7
04150+2.7.11.24	MAPK7
	SPINK2
	RBBP7
	SLC7A7
	SPINK2
	MAPK7
	RBBP7
	SEMA4G
	PPT2
	SPINK2
	MAPK7
	IFT74
	MUC16
	RBBP7
	DCC
	SPINK2
	DCC
	RBBP7
	SPINK2
	MUC16
	DCC
	MUC16
	SPINK2
	MAPK7
	KCNC1
	RBBP7
	MUC16
	RBBP7
	KCNC1
	DCC
	KCNC1
	SEMA4G
	KCNC1
04150+2.7.11.24	MAPK7
	SEMA4G
	KCNC1
	KCNC1
	IQCE
	KCNC1
	KCNC1
	TP53
	IQCE
	SEMA4G
	TP53
	IQCE
	SEMA4G
	OR1M1
	OR1M1
	IQCE
	SEMA4G
	IQCE
	IFT74
	TRERF1
	RHD
	THRSP
	ERCC4
	SEMA4G
	RNF5
	IFT74
	MBNL3
	NOMO3
	ANKFY1
	SIGLEC1
	TP53
	IFT74
	IQCE
	SEMA4G
	ANKFY1
	TP53
	IQCE
	IFT74
	TP53
	ANKFY1
	OR7G2
	TP53
	ZNF487
	OR7G2
	ZNF487
	IQCE
	ERCC4
	IFT74
	ANKFY1
	NOMO3
	IFT74
	NOMO3
	IQCE
	OR7G1
	ZNF487
	ERCC4
	IQCE
	ZNF487
	LRRC19
	OR7G3
	NDUFC2
	TP53
	ZNF487
	ERCC4
	ZNF487
	NOMO3
	NDUFC2
	IQCE
	NDUFC2
	TRERF1
	NDUFC2
	SIGLEC1
	MYO1D
	NDUFC2
	SUPT3H
	SUPT3H
	NDUFC2-KCTD14
	SUPT3H
	RHD
	TCEA2
	ANKFY1
	SUPT3H
	MBNL3
	TRERF1
	SUPT3H
	NDUFC2-KCTD14
	MBNL3
	ANKFY1
	NDUFC2-KCTD14
	NDUFC2-KCTD14
	ANKFY1
	MBNL3
	TCEA2
	KCTD14
	RUNX2
	OR11H12
	KCTD14
	MBNL3
	TP53
	MBNL3
	TP53
	RNF150
	MYO1D
	TRERF1
	MBNL3
	MBNL3
	TCEA2
	RNF150
	PPT2
	RNF150
	TCEA2
	RSRP1
	MYO1D
	TCEA2
	RNF150
	CYB5D2
	MBNL3
	MBNL3
	RNF150
	CYB5D2
	PLAA
	TP53
	PLAA
	PPT2
	MYO1D
	PLAA
	TP53
	PACSIN1
	CYB5D2
	PLAA
	TP53
	CYB5D2
	RSRP1
	TP53
	RSRP1
	PLAA
	MYO1D
	RSRP1
	PACSIN1
	TRERF1
	TCEA2
	RSRP1
	PPT2
	PPT2
	PPT2
	PPT2
	PACSIN1
	PACSIN1
	RSRP1
	ANKRD65
	PPT2
	CPEB4
	RSRP1
	PPT2
	TP53
	RSRP1
	PPT2
	TP53
	CPEB4
	TCEA2
	ANKRD65
	PPT2
00565+3.1.1.4	PLA2G2D
00591+3.1.1.4	PLA2G2D
00564+3.1.1.4	PLA2G2D
00592+3.1.1.4	PLA2G2D
00590+3.1.1.4	PLA2G2D
	CPEB4
	HECW1
	PPT2
00565+3.1.1.4	PLA2G2D
00591+3.1.1.4	PLA2G2D
00564+3.1.1.4	PLA2G2D
00592+3.1.1.4	PLA2G2D
00590+3.1.1.4	PLA2G2D
	CPEB4
	ANKRD65
	RSRP1
05170+2.7.11.1	IRAK1
04714+2.7.11.1	IRAK1
04151+2.7.11.1	IRAK1
05165+2.7.11.1	IRAK1
05163+2.7.11.1	IRAK1
04150+2.7.11.1	IRAK1
04926+2.7.11.1	IRAK1
	ANKRD65
	HECW1
	CPEB4
	ANKRD65
05170+2.7.11.1	IRAK1
04714+2.7.11.1	IRAK1
04151+2.7.11.1	IRAK1
05165+2.7.11.1	IRAK1
05163+2.7.11.1	IRAK1
04150+2.7.11.1	IRAK1
04926+2.7.11.1	IRAK1
	TRIM10
	B9D1
	CPEB4
	TMEM88B
	ZNF239
	TP53
	CPEB4
	UNC5CL
	ZNF239
	CPEB4
	TP53
	CPEB4
	TRIM10
	TP53
	CPEB4
	HECW1
	CPEB4
	ZNF239
	TP53
	ZNF239
	ZNF618
	TP53
	ARNT2
	TP53
	ZNF618
05170+2.7.11.1	IRAK1
04714+2.7.11.1	IRAK1
04151+2.7.11.1	IRAK1
05165+2.7.11.1	IRAK1
05163+2.7.11.1	IRAK1
04150+2.7.11.1	IRAK1
04926+2.7.11.1	IRAK1
	ZNF618
	RUNX2
	OR2J2
	TP53
	VWA1
05170+2.7.11.1	IRAK1
04714+2.7.11.1	IRAK1
04151+2.7.11.1	IRAK1
05165+2.7.11.1	IRAK1
05163+2.7.11.1	IRAK1
04150+2.7.11.1	IRAK1
04926+2.7.11.1	IRAK1
	VWA1
	ZNF618
	ZNF618
	ARNT2
	RUNX2
	IRAK1
	ARNT2
05170+2.7.11.1	IRAK1
04714+2.7.11.1	IRAK1
04151+2.7.11.1	IRAK1
05165+2.7.11.1	IRAK1
05163+2.7.11.1	IRAK1
04150+2.7.11.1	IRAK1
04926+2.7.11.1	IRAK1
	RUNX2
	ARNT2
	APBA2
	VWA1
	RUNX2
	SERGEF
	VWA1
	HLA-B
	RUNX2
	AC068831.7
	RUNX2
	ARNT2
05170+2.7.11.1	IRAK1
04714+2.7.11.1	IRAK1
04151+2.7.11.1	IRAK1
05165+2.7.11.1	IRAK1
05163+2.7.11.1	IRAK1
04150+2.7.11.1	IRAK1
04926+2.7.11.1	IRAK1
	B9D1
	WWC3
	UNC5CL
	AC068831.7
	B9D1
	RUNX2
	HLA-B
	RUNX2
	B9D1
	CPQ
05170+2.7.11.1	IRAK1
04714+2.7.11.1	IRAK1
04151+2.7.11.1	IRAK1
05165+2.7.11.1	IRAK1
05163+2.7.11.1	IRAK1
04150+2.7.11.1	IRAK1
04926+2.7.11.1	IRAK1
	B9D1
	RUNX2
05170+2.7.11.1	IRAK1
04714+2.7.11.1	IRAK1
04151+2.7.11.1	IRAK1
05165+2.7.11.1	IRAK1
05163+2.7.11.1	IRAK1
04150+2.7.11.1	IRAK1
04926+2.7.11.1	IRAK1
	APBA2
	B9D1
	HLA-B
	CPQ
	APBA2
05170+2.7.11.1	IRAK1
04714+2.7.11.1	IRAK1
04151+2.7.11.1	IRAK1
05165+2.7.11.1	IRAK1
05163+2.7.11.1	IRAK1
04150+2.7.11.1	IRAK1
04926+2.7.11.1	IRAK1
	CPQ
	B9D1
00030+5.3.1.9	GPI
00500+5.3.1.9	GPI
00520+5.3.1.9	GPI
00010+5.3.1.9	GPI
	B9D1
	RASA3
	CPQ
	B9D1
	WDR35
	CPQ
	B9D1
	C9orf16
	CPQ
	APBA2
	B9D1
	WDR35
	PTPN20
	PCDH17
	APBA2
	B9D1
	APBA2
	APBA2
	B9D1
	WDR35
	TP53
	APBA2
	WDR35
	B9D1
	WDR35
	B9D1
00565+3.1.1.4	PLA2G2F
00591+3.1.1.4	PLA2G2F
00564+3.1.1.4	PLA2G2F
00592+3.1.1.4	PLA2G2F
00590+3.1.1.4	PLA2G2F
	B9D1
	APBA2
	APBA2
	PRIM2
	SGCZ
	PRIM2
	NT5C2
	SGCZ
	B9D1
	RIMS2
	KCNJ15
00565+3.1.1.4	PLA2G2C
00591+3.1.1.4	PLA2G2C
00564+3.1.1.4	PLA2G2C
