KEGG Pathway and Enzyme ID	Gene name
05165+2.7.11.1	AKT1
05163+2.7.11.1	AKT1
04150+2.7.11.1	AKT1
04926+2.7.11.1	AKT1
	SLC39A1
	PCNX2
05170+2.7.11.1	AKT1
04714+2.7.11.1	AKT1
04151+2.7.11.1	AKT1
05165+2.7.11.1	AKT1
05163+2.7.11.1	AKT1
04150+2.7.11.1	AKT1
04926+2.7.11.1	AKT1
	SLC39A1
05170+2.7.11.1	AKT1
04714+2.7.11.1	AKT1
04151+2.7.11.1	AKT1
05165+2.7.11.1	AKT1
05163+2.7.11.1	AKT1
04150+2.7.11.1	AKT1
04926+2.7.11.1	AKT1
	SLC39A1
	KPNB1
	RABL2B
	SLC39A1
05170+2.7.11.1	AKT1
04714+2.7.11.1	AKT1
04151+2.7.11.1	AKT1
05165+2.7.11.1	AKT1
05163+2.7.11.1	AKT1
04150+2.7.11.1	AKT1
04926+2.7.11.1	AKT1
	DNAH17
	AKT1
	SERBP1
	SLC39A1
	SLC39A1
	CSRP1
	RABL2B
	SLC39A1
	CSRP1
	NPIPB11
	SASH3
	LRRC4B
	EMP2
	NPIPB11
	LRRC4B
	RABL2B
	LRRC4B
	EMP2
	ANLN
	LRRC4B
	ANLN
	RABL2B
	AKT1
	HDX
05170+2.7.11.1	AKT1
04714+2.7.11.1	AKT1
04151+2.7.11.1	AKT1
05165+2.7.11.1	AKT1
05163+2.7.11.1	AKT1
04150+2.7.11.1	AKT1
04926+2.7.11.1	AKT1
	NBAS
00730+3.6.1.15	NTPCR
00230+3.6.1.15	NTPCR
	SERTAD1
	RABL2B
	HDX
	NBAS
	NBAS
	HDX
	RABL2B
05170+2.7.11.1	AKT1
04714+2.7.11.1	AKT1
04151+2.7.11.1	AKT1
05165+2.7.11.1	AKT1
05163+2.7.11.1	AKT1
04150+2.7.11.1	AKT1
04926+2.7.11.1	AKT1
	NBAS
00730+3.6.1.15	NTPCR
00230+3.6.1.15	NTPCR
04070+2.7.7.41	CDS1
00564+2.7.7.41	CDS1
	RABL2B
	NBAS
	CSRP1
	CDS1
	SERBP1
	HDX
	NBAS
	RPS18
	CSRP1
	ANLN
	NBAS
	RABL2B
	SERBP1
	CFL2
	ANLN
	CSRP1
	NBAS
	SERBP1
	CFL2
	ANLN
	TRAPPC10
	CDCA8
	GLI2
	ANLN
00473+5.1.1.1	PLPBP
	CFL2
	SERTAD3
	ANLN
	CSRP1
	SERTAD3
	CFL2
	ANLN
	CDCA8
	RPS18
	DNAH17
	CFL2
	PLEKHJ1
	GLI2
	ANLN
	TFAM
	SERTAD3
	CFL2
	LILRB5
	SERTAD3
	ANLN
	MAP3K21
	CSRP1
	PLEKHJ1
	CFL2
	PLEKHJ1
	CFL2
	PLEKHJ1
	CFL2
	LILRB5
	MAP3K21
00473+5.1.1.1	PLPBP
	TFAM
00473+5.1.1.1	PLPBP
	MAP3K21
	POM121L12
	LILRB5
	PLPBP
00473+5.1.1.1	PLPBP
	LILRB5
	CPE
	PLEKHJ1
	JTB
	MSH2
	KCNK1
	CPE
	TRAPPC10
	PLEKHJ1
	MSH2
	TCF7L2
	CD200
	NAA25
	MSH2
	MSH2
	MSH2
	GLI2
	MSH2
	JTB
	MSH2
	JTB
	MSH2
	KCNK1
	JTB
	CPE
	CPE
	MSH2
	CPE
	AL358472.6
	CD200
	NDUFA3
	AL358472.7
	PLA1A
	GLI2
	CSNK2B
00561+3.1.1.3	CEL
00100+3.1.1.13	CEL
	PLA1A
	CD200
	TRAPPC10
	PLA1A
04150+2.7.11.24	MAPK8
	PLA1A
	TCERG1L
	PLA1A
	HOOK3
	CD200
	CD200
	SYT3
	NDUFA3
	SLC35F3
	KIAA0895
	GLI2
	SLC35F3
04150+2.7.11.24	MAPK8
	HOOK3
	HOOK3
04150+2.7.11.24	MAPK8
	CD200
	KIAA0895
	CD200
04150+2.7.11.24	MAPK8
	CSNK2B
	KIAA0895
	HOOK3
	NDUFA3
04150+2.7.11.24	MAPK8
	PCCB
	KIAA0895
04150+2.7.11.24	MAPK8
	NDUFA3
	KIAA0895
	AC013394.1
	NDUFA3
00310+2.1.1.43	DOT1L
	NDUFA3
	KIAA0895
	SLIRP
	NAA25
	PRR3
	NDUFA3
00310+2.1.1.43	DOT1L
	SLIRP
	NDUFA3
	DOT1L
	PRR3
	NAA25
	NAA25
	SLIRP
	DHX37
	SLIRP
	PCCB
	PCCB
	NDUFA3
	KIAA0895
	NDUFA3
	PCCB
04150+2.7.11.24	MAPK8
	NDUFA3
	DHX37
	SYT3
	PCCB
	KIAA0895
	SLIRP
	PCCB
00310+2.1.1.43	DOT1L
	SLIRP
	CSNK2B
	KIAA0895
	COA6
	SYT3
04150+2.7.11.24	MAPK8
	CSNK2B
	SLIRP
	CSNK2B
	SYT3
	DOT1L
	SLIRP
	DOT1L
	COA6
	SLIRP
	CSNK2B
	TTC23
	PCCB
	COA6
	NOTCH3
	SYT3
	FNTA
	SLIRP
	PSRC1
	COA6
	PCCB
	TTC23
	CSNK2B
	NOTCH3
	CSNK2B
	NOTCH3
	PCCB
	NOTCH3
	PCCB
	PCCB
	FNTA
	TTC23
	PCCB
	FNTA
	TTC23
	BRI3BP
	FNTA
	PSRC1
	BRI3BP
	PSRC1
	FNTA
	TTC23
	BRI3BP
	PSRC1
	FNTA
	SHOC1
	TTC23
	VPS52
	FNTA
	SHOC1
	FNTA
	TTC23
	PSRC1
	PCCB
	TTC23
	PSRC1
	PCCB
	TTC23
	ZDHHC21
	PSRC1
	PCCB
	TTC23
	SHOC1
	PSRC1
	TTC23
	TCF7L2
	GPR161
	TTC23
	TTC23
	SHOC1
	PSRC1
	SHOC1
	GPR161
	TTC23
	CER1
	TCF7L2
	GPR161
	TARBP1
	SLX1B
	SF3A2
	GPR161
	C2orf42
	GNL1
	C2orf42
	GPR161
	RNF170
	GPR161
	GNL1
	SLX1B
	TCF7L2
	C2orf42
	GPR161
	CHAD
	SLX1B
	RNF170
	PLSCR1
	RNF170
	PXT1
	CHAD
	SF3A2
	BOLA2
	RNF170
	BOLA2
	PXT1
	TCF7L2
	CHAD
	C2orf42
	RNF170
	TEKT5
	RNF170
	C2orf42
	TEKT5
	RNF170
	SNX3
	NRBP2
	RNF170
	COL11A2
	VPS52
	SNX3
	AC110275.1
	PLSCR1
	NRBP2
	PLSCR1
	SNX3
	TIPRL
	COL11A2
	PLSCR1
	SNX3
	TIPRL
	COL11A2
	NRBP2
	PLSCR1
	IRF2BP2
	OSMR
	SNW1
	IRF2BP2
	COL11A2
	SNW1
	COL11A2
	PLSCR1
	PLSCR1
	C2orf42
	PRAMEF5
	PLSCR1
	PLSCR1
	PLSCR1
	PLSCR1
	ANKMY1
	TCF7L2
	PRAMEF8
	PLSCR1
	TCF7L2
	PRAMEF8
	PLSCR1
	TCF7L2
	TCF7L2
	TMEM170A
	C2orf42
	TMEM170A
	SNW1
	PRAMEF33
	SNW1
	TMEM170A
	SNW1
	TMEM170A
00640+6.2.1.1	AACS
00630+6.2.1.1	AACS
00620+6.2.1.1	AACS
00720+6.2.1.1	AACS
00010+6.2.1.1	AACS
00680+6.2.1.1	AACS
00280+6.2.1.16	AACS
00650+6.2.1.16	AACS
	TMEM170A
	PRPF31
	TMEM170A
	PRPF31
	TP73
	TCF7L2
	TMEM170A
	C2orf42
	C14orf178
	C14orf178
	SULT1A4
	TCF7L2
	AACS
	TP73
	OSMR
	SULT1A4
	TCF7L2
	SULT1A4
	TCF7L2
	ANKMY1
	TCF7L2
	SULT1A4
	OSMR
	TCF7L2
	OSMR
	TCF7L2
	OSMR
	F2
	TP73
	C2orf42
	CFDP1
	PRPF31
	PRPF31
	CFDP1
	PRPF31
	CFDP1
	F2
	F2
	ANKMY1
	ACSF2
	C2orf42
	TP73
	TP73
	ETV7
	PRPF31
	CFDP1
	TCF7L2
	BOLA2-SMG1P6
	ANKMY1
	BLVRB
	ETV7
	TCF7L2
	TCF7L2
	SCN3A
	BOLA2-SMG1P6
	TCF7L2
	ANKMY1
	GADD45A
	BOLA2-SMG1P6
	TP73
	GADD45A
	ETV7
	SCN3A
	ANKMY1
	TP73
	SCN3A
	TP73
	AC009163.5
	ETV7
	SCN3A
	ANKMY1
	GADD45A
	AC009163.5
	SCN3A
	GADD45A
	ANKMY1
	BLVRB
	ANKMY1
	GADD45A
	SCN3A
	BLVRB
	CHD3
	ATXN10
	HBS1L
	TP73
	ADAM32
	ETV7
	BLVRB
	CHD3
	SCN3A
	CHD3
	ADAM32
	SCN3A
	TRAFD1
	BLVRB
	SCN3A
	TP73
	ETV7
	CHD3
	TRAFD1
	TP73
	NUP58
	SCN3A
	ATXN10
	TOMM20
	NUP58
	TRAFD1
	ETV7
	CHD3
	ATXN10
	TRAFD1
	ENGASE
	TCF7L2
	TCF7L2
	ATXN10
	HBS1L
	TRAFD1
	NUP58
	TRAFD1
	ATXN10
	CHD3
	NUP58
	ETV7
	TRAFD1
	CHD3
	ANKMY1
	HBS1L
	NUP58
	HBS1L
	TFPT
00511+3.2.1.96	ENGASE
	ANKMY1
	HBS1L
	TFPT
	ANKMY1
00511+3.2.1.96	ENGASE
	CHD3
	NUP58
	TFPT
	ANKMY1
	TFPT
	HBS1L
	NUP58
	STAG1
	HBS1L
	NUP58
	HBS1L
	STAG1
	HBS1L
	HBS1L
	ANKMY1
	HBS1L
	ENGASE
	LY6G5C
	CLIP4
	HBS1L
	CHD3
	LY6G5C
	ZFHX3
	CHD3
	HBS1L
	CHD3
	SFT2D2
	LRRC75A
	HBS1L
	ZFHX3
	HBS1L
	CLIP4
	ZFHX3
	LRRC75A
	KCTD20
	CLIP4
	CLIP4
	KCTD20
	NAA38
04070+3.1.3.36	INPP5E
00562+3.1.3.36	INPP5E
	SFT2D2
	NAA38
	C12orf29
	MIGA2
	CLIP4
	KCTD20
	SFT2D2
	NAA38
	SLC38A11
	CLIP4
	NAA38
	CLIP4
	C12orf29
	MIGA2
00500+2.4.1.25	AGL
	C12orf29
	KCTD20
	NAA38
	ANKMY1
	EPHA10
	DIRAS3
	KCTD20
	C12orf29
	DIRAS3
	NAA38
	CLIP4
00500+2.4.1.25	AGL
	SLC38A11
	C12orf29
	KCTD20
00500+2.4.1.25	AGL
	SLC38A11
	KCTD20
	SLC38A11
00500+2.4.1.25	AGL
	KCTD20
	EPHA10
	GNG12
	RNPEPL1
	CYB5D1
	PDXP
	MAPT
	SLC38A11
	PDXP
	STAG1
	EPHA10
	CYB5D1
	MIGA2
	STAG1
	WRAP73
	CYB5D1
	MIGA2
	STAG1
	TBX19
	CYB5D1
	SELENOS
	TBX19
	WRAP73
	STAG1
	THUMPD3
	TBX19
	WRAP73
	MIGA2
	STAG1
	EPHA10
	COL23A1
	COL23A1
	STAG1
	EPHA10
	EPHA10
	COL23A1
	WRAP73
	EPHA10
	WRAP73
	RNPEPL1
	EPHA10
	SBK3
	SBK3
	SELENOS
	THUMPD3
	RNPEPL1
	XCL2
	TBKBP1
	SH3BP1
	C12orf50
	TBKBP1
	C12orf50
	AP3D1
	C12orf50
	VWA3A
	PCSK9
	SELENOS
	SH3BP1
	NFU1
	XCL1
	COL6A6
	TBKBP1
	SELENOS
	NABP2
	ADAM32
	AP3D1
	ADAM32
	COL6A6
	TBKBP1
00983+2.5.1.18	GSTM4
00980+2.5.1.18	GSTM4
00480+2.5.1.18	GSTM4
00982+2.5.1.18	GSTM4
	COL6A6
	FMNL2
	ADAM32
	ADAM32
	NABP2
	SRRT
	ADAM32
	NABP2
00983+2.5.1.18	GSTM4
00980+2.5.1.18	GSTM4
00480+2.5.1.18	GSTM4
00982+2.5.1.18	GSTM4
	NABP2
	PTPRB
	HMGB2
	MBD1
	NABP2
	HMGB2
	PTPRB
	VWA3A
	HMGB2
	THUMPD3
00983+2.5.1.18	GSTM4
00980+2.5.1.18	GSTM4
00480+2.5.1.18	GSTM4
00982+2.5.1.18	GSTM4
	THUMPD3
	HMGB2
	MBD1
	DPT
	WLS
	THUMPD3
	HIPK3
	DENND4A
	THUMPD3
	THUMPD3
	COX17
	GLIS3
	PTPRB
	POLD3
	SH3BP1
	WLS
	AP3D1
	SH3BP1
	PTPRB
	HIPK3
	AP3D1
	WLS
	HIPK3
	PTPRB
	FMNL2
	COX17
	HIPK3
	GSTM4
	AP3D1
	Z83844.3
	SAP30
	COX17
00983+2.5.1.18	GSTM4
00980+2.5.1.18	GSTM4
00480+2.5.1.18	GSTM4
00982+2.5.1.18	GSTM4
	WLS
	PTPRB
	HIPK3
	WLS
	COX17
	PTPRB
	AP3D1
	COX17
	SRRT
	COX17
	WLS
	MYBPHL
	AP3D1
	WLS
	AP3D1
	WLS
	VWA3A
	WLS
	NFU1
	GLIS3
	WLS
	POPDC2
	VWA3A
	WLS
	VWA3A
	VWA3A
	POPDC2
	SRRT
	SRRT
	GLIS3
	RBM45
	SRRT
	GLIS3
	PTPRB
	POPDC2
	GLIS3
	SRRT
	GLIS3
	POPDC2
	RBM45
	NFU1
	GLIS3
	RBM45
	POPDC2
	SRRT
	SRRT
	RBM45
	GLIS3
	GLIS3
	SRRT
	SRRT
	AGL
	UPRT
	RICTOR
	SRRT
	MAPT
00500+2.4.1.25	AGL
	PLSCR5
	NFU1
	TBX21
	PLSCR5
	VDAC2
	VDAC2
	PLSCR5
	POLD3
	NFU1
	RICTOR
	EPHX3
	POLD3
	RICTOR
	EPHX3
	COBLL1
	UPRT
	NFU1
	VDAC2
	COBLL1
	EPHX3
	POLD3
	UPRT
	EPHX3
	POLD3
	POLD3
	COBLL1
	NFU1
00983+2.5.1.18	GSTM2
00980+2.5.1.18	GSTM2
00480+2.5.1.18	GSTM2
00982+2.5.1.18	GSTM2
	POLD3
	RICTOR
00983+2.5.1.18	GSTM2
00980+2.5.1.18	GSTM2
00480+2.5.1.18	GSTM2
00982+2.5.1.18	GSTM2
	MAPT
	PLEKHO1
	COBLL1
	POLD3
	NFU1
	UPRT
	UPRT
00785+2.3.1.181	LIPT2
	UPRT
	ANKRD52
00785+2.3.1.181	LIPT2
	RPS11
	LIPT2
	NFU1
	COBLL1
	RPS11
	RPS11
	COBLL1
	SRGAP3
	RPS11
	RPS11
	SRGAP3
	MAPT
	DENND4A
	VWA7
	COBLL1
00983+2.5.1.18	GSTM2
00980+2.5.1.18	GSTM2
00480+2.5.1.18	GSTM2
00982+2.5.1.18	GSTM2
	COBLL1
00983+2.5.1.18	GSTM2
00980+2.5.1.18	GSTM2
00480+2.5.1.18	GSTM2
00982+2.5.1.18	GSTM2
	COBLL1
	COBLL1
	GSTM2
	COBLL1
00983+2.5.1.18	GSTM2
00980+2.5.1.18	GSTM2
00480+2.5.1.18	GSTM2
00982+2.5.1.18	GSTM2
	MAPT
	MAPT
	COBLL1
	MAPT
	COBLL1
	MAPT
	VDAC2
	PLEKHO1
	ACSF2
00983+2.5.1.18	GSTM2
00980+2.5.1.18	GSTM2
00480+2.5.1.18	GSTM2
00982+2.5.1.18	GSTM2
	RAB31
	DENND4A
	VDAC2
	COBLL1
00983+2.5.1.18	GSTM2
00980+2.5.1.18	GSTM2
00480+2.5.1.18	GSTM2
00982+2.5.1.18	GSTM2
	ACSF2
	VDAC2
	DENND4A
	ACSF2
	RAB31
	ATAT1
	RAB31
	MAPT
	VDAC2
	MAPT
	ACSF2
	RAB31
	MAPT
	MAPT
	AATF
	MAPT
	DENND4A
	STH
	AATF
	AATF
	ACSF2
	SLC39A5
	AATF
	SLC39A5
	ACSF2
	ACSF2
	ACSF2
	KPNA7
	RAB11A
	HECTD4
	SRGAP3
	HECTD4
	HECTD4
	LINC02210-CRHR1
	SLAIN2
	CTSH
	HSD17B8
	SPPL2C
	SLAIN2
	SLAIN2
	SLC39A5
	RAB11A
	RAB11A
	SLAIN2
	SLC39A5
	SLC39A5
	RAB11A
	PABPC4
	SLC39A5
	RAB11A
	CEP290
	C19orf81
	ATAT1
	RAB11A
	SLC39A5
	CEP290
	C19orf81
	CEP290
	CEP290
	ZIC4
	SLC10A4
	HECTD4
	CEP290
	HECTD4
	ATAT1
	CEP290
	CTSH
	ATAT1
	CEP290
	CTSH
00510+3.6.1.43	DOLPP1
	CEP290
	ATAT1
	ATAT1
	TREML4
00510+3.6.1.43	DOLPP1
	HLA-C
	CEP290
	HLA-C
	CEP290
	HLA-C
	HLA-C
	CABYR
	CABYR
	RPS27
	DOLPP1
	TREML4
	DOLPP1
	ZIC4
	ZIC4
	RPS27
	FREM1
	TREML4
	ZIC4
	TLL1
	MANSC1
	ZIC4
	TESPA1
	HLA-C
	ZIC4
	MANSC1
	ZIC4
	MANSC1
	TESPA1
	TESPA1
	MANSC1
	SH3BP2
	TLL1
	TESPA1
	GGPS1
	HLA-C
	TLL1
	ZIC4
	GGPS1
	CABYR
	ZIC4
	TLL1
	NAV1
	GGPS1
	TLL1
	TMTC3
	CTSH
	ZIC1
	TLL1
	RARRES2
	FREM1
	CABYR
	GGPS1
	RARRES2
	FREM1
00230+2.7.4.8	DLG3
	CABYR
	RARRES2
	GGPS1
	FREM1
	RARRES2
00230+2.7.4.8	DLG3
	GGPS1
	ZIC1
	FREM1
	NAV1
	TESPA1
	SETD5
	TESPA1
	CABYR
	CTSH
	CABYR
	TESPA1
	CTSH
	CABYR
	ACTR3C
	SLC24A1
	CABYR
	TESPA1
	CABYR
00230+2.7.4.8	DLG3
	ACTR3C
	CABYR
	TESPA1
	SETD5
	TESPA1
	ACTR3C
	TMTC3
	CABYR
	ALB
	ACTR3C
	NAV1
	TESPA1
00983+2.5.1.18	GSTM1
00980+2.5.1.18	GSTM1
00480+2.5.1.18	GSTM1
00982+2.5.1.18	GSTM1
	SLC24A1
	SETD5
	ACTR3C
	NAV1
	ACTR3C
00983+2.5.1.18	GSTM1
00980+2.5.1.18	GSTM1
00480+2.5.1.18	GSTM1
00982+2.5.1.18	GSTM1
	SLC24A1
	TESPA1
	RBM34
	CABYR
	SLC24A1
00230+2.7.4.8	DLG3
	TESPA1
	LRRC61
	NAV1
	RBM34
	CABYR
	SLC24A1
	HLA-C
	NAV1
00983+2.5.1.18	GSTM1
00980+2.5.1.18	GSTM1
00480+2.5.1.18	GSTM1
00982+2.5.1.18	GSTM1
	LRRC61
	RBM34
	NAV1
	LRRC61
	CABYR
00983+2.5.1.18	GSTM1
00980+2.5.1.18	GSTM1
00480+2.5.1.18	GSTM1
00982+2.5.1.18	GSTM1
	SCN2A
00983+2.5.1.18	GSTM1
00980+2.5.1.18	GSTM1
00480+2.5.1.18	GSTM1
00982+2.5.1.18	GSTM1
	OPTN
	CABYR
	ZBED6CL
	SCN2A
	RBM34
00983+2.5.1.18	GSTM1
00980+2.5.1.18	GSTM1
00480+2.5.1.18	GSTM1
00982+2.5.1.18	GSTM1
	OPTN
	SLC24A1
	HLA-C
	SLC24A1
	CABYR
	OPTN
00514+2.4.1.109	TMTC3
00515+2.4.1.109	TMTC3
	CRHR1
	TMTC3
	OPTN
	ZAR1
00240+2.7.4.6	NME7
00230+2.7.4.6	NME7
00983+2.7.4.6	NME7
	CHST6
	CHST6
	CHST6
00240+2.7.4.6	NME7
00230+2.7.4.6	NME7
00983+2.7.4.6	NME7
	OPTN
	CHST6
	NME7
	INTS14
	OPTN
	OPTN
	OPTN
	OPTN
	OPTN
	MBD1
	NME7
	CTSH
	MBD1
	MRPL47
	CCDC3
	MRPL47
	CCDC3
	SCN2A
	IPO9
	CLHC1
	LRRC34
	SMOC1
	MRPL47
	MBD1
	SMOC1
	MBD1
	OSBPL7
	SCN2A
00230+2.7.4.3	AK9
00730+2.7.4.3	AK9
	SMAD6
00230+2.7.4.3	AK9
00730+2.7.4.3	AK9
	MBD1
	IPO9
	MBD1
	MBD1
	SCN2A
	ZNF804B
	RAD50
	MBD1
	SCN2A
	CHD2
	ZNF804B
	SCN2A
	MBD1
	CLHC1
	SCN2A
	MBD1
	TEX47
	SCN2A
	CLHC1
	SCN2A
	MBD1
	CLHC1
	SCN2A
	MBD1
	CLHC1
	SH3BP2
	SCN2A
	SMAD6
	NUDCD3
	SCN2A
	MBD1
	LRRC34
	CCDC181
	SCN2A
	CLHC1
	OSBPL7
	MBD1
	LRRC34
	OSBPL7
	MBD1
	SH3BP2
	CCDC181
	CLHC1
	LRRC34
	SH3BP2
	CLHC1
	AK9
	SH3BP2
	CCDC181
	OSBPL7
	CCDC181
	TMEM132B
	CCDC181
	MBD1
	SMAD6
	INTS14
	SH3BP2
	INTS14
	MBD1
	OSBPL7
	SH3BP2
05170+2.7.11.1	TNK2
04714+2.7.11.1	TNK2
04151+2.7.11.1	TNK2
05165+2.7.11.1	TNK2
05163+2.7.11.1	TNK2
04150+2.7.11.1	TNK2
04926+2.7.11.1	TNK2
04660+2.7.10.2	TNK2
	RNF128
	MBD1
00230+2.7.4.3	AK9
00730+2.7.4.3	AK9
	SH3BP2
	INTS14
	MBD1
	SETD5
	TMEM132B
	SETD5
	INTS14
	SETD5
	SMAD6
	SH3BP2
	INTS14
	PALM
	SETD5
	RNF128
	INTS14
	INTS14
	NOM1
	SH3BP2
	BLZF1
	ABCB7
	RNF128
	INTS14
	PALM
	INTS14
	INTS14
	PALM
	ABCB7
	INTS14
	INTS14
	NEDD4
	INTS14
	INTS14
	ABCB7
	PALM
	PALM
	SH3BP2
	ABCB7
	ABCB7
	SH3BP2
	NEDD4
	NUP210L
	BLZF1
	PABPC4
	NUP210L
	NEDD4
	ABCB7
	NUP210L
	BLZF1
	BLZF1
	BLZF1
	CHD2
	SH3BP2
	GIPR
	ABCB7
	SH3BP2
	ABCB7
	ZBTB10
	RPS27A
	NEDD4
	ABCB7
	RPS27A
	CRHR1
	ABCB7
	RPS27A
	ABCB7
	PABPC4
	ZBTB10
	ABCB7
	RPS27A
	ZBTB10
	PABPC4
	CRHR1
	ATP1B1
	PABPC4
	TMSB4Y
	ZBTB10
	PABPC4
	ZBTB10
	CRHR1
	NEDD4
	PABPC4
	ATP1B1
	NEDD4
	CHD2
	ATP1B1
	RAD50
	OSBPL1A
	CRHR1
	NEDD4
00561+3.1.3.4	PLPPR2
00564+3.1.3.4	PLPPR2
00565+3.1.3.4	PLPPR2
00600+3.1.3.4	PLPPR2
	PABPC4
	RPS27A
	HLA-B
	NEDD4
	KDM6A
00561+3.1.3.4	PLPPR2
00564+3.1.3.4	PLPPR2
00565+3.1.3.4	PLPPR2
00600+3.1.3.4	PLPPR2
	MISP
	PATL2
	CRHR1
	CHD2
	LILRB2
	NEDD4
	CRHR1
00561+3.1.3.4	PLPPR2
00564+3.1.3.4	PLPPR2
00565+3.1.3.4	PLPPR2
00600+3.1.3.4	PLPPR2
	SETD5
	KDM6A
	PATL2
	CEP192
	OSBPL1A
	CRHR1
	KDM6A
	SETD5
	CRHR1
	PABPC4
	LILRB2
	PATL2
	SETD5
	CCDC39
00561+3.1.3.4	PLPPR2
00564+3.1.3.4	PLPPR2
00565+3.1.3.4	PLPPR2
00600+3.1.3.4	PLPPR2
	SETD5
	CCDC39
	KDM6A
	PABPC4
	GIPR
	PATL2
	CHD2
	PATL2
	OSBPL1A
	GIPR
	PATL2
	OSBPL1A
	KDM6A
	PABPC4
	CRHR1
	MUC20
	PABPC4
	OSBPL1A
	GIPR
	SETD5
	CRHR1
	OSBPL1A
	MUC20
	GIPR
	CLK4
	SETD5
	GIPR
	MUC20
	CLK4
	LILRB2
	CCDC39
	MUC20
	OSBPL1A
	SETD5
	OSBPL1A
	APOOL
	CCDC39
	OSBPL1A
	CRHR1
	APOOL
	APOOL
	LILRB2
	KITLG
	RSBN1L
	CLK4
	RAD50
	OSBPL1A
	LILRB2
	KITLG
	FUT2
	KITLG
	SETD5
	SETD6
	OSBPL1A
	SETD5
	KITLG
	RSBN1L
	FUT2
	KITLG
	SETD6
	RSBN1L
	CHD2
	FUT2
	CLK4
	RSBN1L
	SETD6
	SATL1
	CLK4
	CHD2
	SATL1
	SATL1
	SATL1
	CHD2
	LILRB2
	CLK4
	SETD6
	ACTL6A
	SATL1
	WNT7B
	LRMP
	KDM6A
	CLK4
	LILRB2
	WNT7B
	WNT7B
	WNT7B
	NPBWR1
	LILRB2
	WNT7B
	LILRB2
	PSMC6
	SETD6
	PWP2
	CHD2
	ZNF517
	PWP2
	KDM6A
	SETD6
	ZNF517
	ZNF517
	KDM6A
	ZNF517
	KDM6A
00561+3.1.3.4	LPIN3
00564+3.1.3.4	LPIN3
00565+3.1.3.4	LPIN3
00600+3.1.3.4	LPIN3
	KDM6A
	ZNF517
	CHD2
	ZNF517
00561+3.1.3.4	LPIN3
00564+3.1.3.4	LPIN3
00565+3.1.3.4	LPIN3
00600+3.1.3.4	LPIN3
	IL22RA2
00561+3.1.3.4	LPIN3
00564+3.1.3.4	LPIN3
00565+3.1.3.4	LPIN3
00600+3.1.3.4	LPIN3
	IL22RA2
	CHD2
	PSMC6
	IL22RA2
	CHD2
	PSMC6
	MANEAL
	ACTL6A
00563+2.4.1.198	PIGP
	PSMC6
	CHD2
	OCIAD1
	PSMC6
	MANEAL
	PSMC6
00563+2.4.1.198	PIGP
	MANEAL
	PSMC6
	DACT2
	PSMC6
	TMPRSS13
	MANEAL
00563+2.4.1.198	PIGP
	EMILIN3
	MANEAL
	PSMC6
00563+2.4.1.198	PIGP
	DACT2
00563+2.4.1.198	PIGP
	CHD2
	PIGP
	DACT2
	MAMSTR
	PSMC6
	DACT2
	SYNRG
	TMPRSS13
	SDR42E2
00052+3.1.3.9	G6PC2
00010+3.1.3.9	G6PC2
00500+3.1.3.9	G6PC2
	MAMSTR
	CHD2
	SCP2D1
	TMPRSS13
	MAMSTR
	G6PC2
	B2M
	TMPRSS13
	G6PC2
	CHD2
	MAMSTR
	SYNRG
	G6PC2
	SHOC2
	MAMSTR
	B2M
	TMPRSS13
	CHD2
	B2M
	TMPRSS13
	SYNRG
	SHOC2
	EPPK1
	FXR1
	ACTL6A
	EPPK1
	SHOC2
	B2M
	TASOR2
	B2M
	ACTL6A
	PRKCH
00230+2.7.4.3	AK9
00730+2.7.4.3	AK9
	PRKCH
04658+3.1.3.16	DUSP6
05235+3.1.3.16	DUSP6
04660+3.1.3.16	DUSP6
	RAD50
00230+2.7.4.3	AK9
00730+2.7.4.3	AK9
00230+2.7.4.3	AK9
00730+2.7.4.3	AK9
	RAD50
	B2M
	DUSP6
	TASOR2
	RAD50
	NRDC
00230+2.7.4.3	AK9
00730+2.7.4.3	AK9
	ACTL6A
04658+3.1.3.16	DUSP6
05235+3.1.3.16	DUSP6
04660+3.1.3.16	DUSP6
	RAD50
	GALR2
	OPRK1
	FXR1
	AK9
	RAD50
	FXR1
	OPRK1
	TASOR2
	BTLA
	RAD50
	DUSP6
	TASOR2
00230+2.7.4.3	AK9
00730+2.7.4.3	AK9
	CRAT
	TASOR2
	RAD50
	CRAT
	OPRK1
	SLC7A9
	HLA-DOB
	B2M
	SYNRG
	BTLA
00230+2.7.4.3	AK9
00730+2.7.4.3	AK9
	TASOR2
	SYNRG
	OPRK1
	RAD50
	SYNRG
	OPRK1
	SLC7A9
	RAD50
	SHISA4
	RAD50
	LRMP
	SLC7A9
	LRMP
	HLA-DOB
	OPRK1
	FAM83C
	SLC7A9
	OPRK1
	KIAA1549L
	LRMP
	ANXA11
	SLC7A9
	LRMP
	HLA-DOB
	ANXA11
	HLA-DOB
	KIAA1549L
	KIAA1549L
	ANXA11
05170+2.7.11.1	TNK2
04714+2.7.11.1	TNK2
04151+2.7.11.1	TNK2
05165+2.7.11.1	TNK2
05163+2.7.11.1	TNK2
04150+2.7.11.1	TNK2
04926+2.7.11.1	TNK2
04660+2.7.10.2	TNK2
	KIAA1549L
	SNX10
	LRMP
	ANXA11
05170+2.7.11.1	TNK2
04714+2.7.11.1	TNK2
04151+2.7.11.1	TNK2
05165+2.7.11.1	TNK2
